PersonnelNumber,EmploymentStatus,CareerTrackCode,CareerTrack,TalentSegmentCode,TalentSegment,StandardJob,Community,CommunityCode,DiamondClient,Gender
ID19410,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Associate,To Be Assigned,CW,NULL,Male
ID19411,Active,520,Client Delivery & Operations,52971391,"Program, Project & Service Mgmt",Program & Project Mgmt Analyst,ATL_CROSS,3Z,Diamond,Male
ID19412,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Consultant,DAL_CROSS,8A,NULL,Male
ID19413,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,NOC_CROSS,OX,NULL,Female
ID19414,Active,510,Client & Market,52994539,Management Consulting,Management Consulting Analyst,CHG_CROSS,G5,,Male
ID19415,Active,510,Client & Market,52971397,Strategy,Technology Strategy Manager,WDC_CROSS,OG,NULL,Male
ID19416,Active,520,Client Delivery & Operations,52971395,Software Engineering,System Developer Analyst,WDC_CROSS,OG,NULL,Male
ID19417,Active,520,Client Delivery & Operations,52971395,Software Engineering,Advanced App Engineering Specialist,NOC_CROSS,OX,Emerging Diamond,Male
ID19418,Active,520,Client Delivery & Operations,52971391,"Program, Project & Service Mgmt",Program & Project Mgmt Manager,RENO_BPO,5,Mega Diamond,Male
ID19419,Active,510,Client & Market,52994539,Management Consulting,Management Consulting Manager,NOC_CROSS,OX,Diamond,Male
ID19420,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Bus & Technology Delivery Analyst,WDC_CROSS,OG,NULL,Male
ID19421,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,CHG_CROSS,G5,NULL,Male
ID19422,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,CHG_CROSS,G5,,Female
ID19423,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,Mega Diamond,Female
ID19424,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,,Male
ID19425,Active,520,Client Delivery & Operations,52994538,Business Advisory,Financial Acct Advisory Senior Analyst,WDC_CROSS,OG,NULL,Male
ID19426,Active,510,Client & Market,52971384,Analytics,Data Science Consultant,NYM_CROSS,OZ,,Male
ID19427,Active,520,Client Delivery & Operations,52971395,Software Engineering,System Developer Analyst,WDC_CROSS,OG,NULL,Male
ID19428,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Associate,To Be Assigned,CW,NULL,Female
ID19429,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Associate,To Be Assigned,CW,NULL,Male
ID19430,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Associate,To Be Assigned,CW,NULL,Female
ID19431,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Associate,To Be Assigned,CW,NULL,Male
ID19432,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Associate,To Be Assigned,CW,NULL,Female
ID19433,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Associate,To Be Assigned,CW,NULL,Female
ID19434,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Associate,To Be Assigned,CW,NULL,Female
ID19435,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Associate,To Be Assigned,CW,NULL,Male
ID19436,Active,520,Client Delivery & Operations,52994538,Business Advisory,Financial Acct Advisory Senior Analyst,WDC_CROSS,OG,NULL,Male
ID19437,Active,520,Client Delivery & Operations,52971380,Infrastructure,Infrastructure Sr. Analyst,WDC_CROSS,OG,NULL,Male
ID19438,Active,520,Client Delivery & Operations,52971395,Software Engineering,System Developer Senior Analyst,WDC_CROSS,OG,NULL,Male
ID19439,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Associate,To Be Assigned,CW,NULL,Female
ID19440,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Associate,To Be Assigned,CW,NULL,Male
ID19441,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,NULL,Male
ID19442,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,Emerging Diamond,Male
ID19443,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Manager,To Be Assigned,CW,NULL,Female
ID19444,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Consultant,CHG_CROSS,G5,Emerging Diamond,Male
ID19445,Active,520,Client Delivery & Operations,52971381,Security,Security Specialist,WDC_CROSS,OG,NULL,Male
ID19446,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,NULL,Male
ID19447,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,,Male
ID19448,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,NULL,Male
ID19449,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Consultant,CHG_CROSS,G5,NULL,Female
ID19450,Active,510,Client & Market,52971381,Security,Security Consulting Sr. Analyst,CHG_CROSS,G5,NULL,Male
ID19451,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Senior Analyst,US_TGP_GCP,E6,Mega Diamond,Male
ID19452,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,US_TGP_GCP,E6,Target,Male
ID19453,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Bus & Technology Delivery Analyst,WDC_CROSS,OG,NULL,Female
ID19454,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consulting Manager,ATL_CROSS,3Z,,Male
ID19455,Active,510,Client & Market,52971380,Infrastructure,Infrastructure Consulting Senior Manager,SOC_CROSS,3E,,Male
ID19456,Active,520,Client Delivery & Operations,52971395,Software Engineering,System Developer Senior Analyst,WDC_CROSS,OG,NULL,Male
ID19457,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,NULL,Male
ID19458,Active,510,Client & Market,52971384,Analytics,Fnctional & Indstry Analytics Consultant,GTIN_Ana_Ana,18,NULL,Male
ID19459,Active,520,Client Delivery & Operations,52994538,Business Advisory,Financial Acct Advisory Specialist,WDC_CROSS,OG,NULL,Male
ID19460,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Consultant,SEA_CROSS,2S,,Male
ID19461,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,NULL,Male
ID19462,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,,Female
ID19463,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Support Senior Analyst,To Be Assigned,CW,NULL,Female
ID19464,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,NULL,Female
ID19465,Active,520,Client Delivery & Operations,52971395,Software Engineering,Software Engineering Sr. Analyst,To Be Assigned,CW,NULL,Male
ID19466,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,NULL,Male
ID19467,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,NULL,Male
ID19468,Active,520,Client Delivery & Operations,52971382,IT Operations,SW/Application Tech Support Specialist,To Be Assigned,CW,,Male
ID19469,Active,520,Client Delivery & Operations,52994539,Management Consulting,MC Delivery Specialist,WDC_CROSS,OG,NULL,Male
ID19470,Active,510,Client & Market,54586929,ERP,"Mgr, ERP Bus Analysis",AVADALLAS01,TM,NULL,Female
ID19471,Active,520,Client Delivery & Operations,54586927,Analytics,"Cons, Advanced Analytics",AVASAN FRAN01,TE,NULL,Male
ID19472,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,NULL,Male
ID19473,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,Emerging Diamond,Female
ID19474,Active,520,Client Delivery & Operations,52971049,Business Process Delivery,Customer Service New Associate,AUS_CROSS,1P,Mega Diamond,Female
ID19475,Active,510,Client & Market,52994539,Management Consulting,Management Consulting Analyst,GTIN_Res_SLO,10,Mega Diamond,Male
ID19476,Active,510,Client & Market,52994539,Management Consulting,Management Consulting Analyst,GTIN_PRD_SLO,8,NULL,Female
ID19477,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,,Male
ID19478,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,NULL,Male
ID19479,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,Diamond,Female
ID19480,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,US_TGP_GCP,E6,,Male
ID19481,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,US_TGP_GCP,E6,Mega Diamond,Male
ID19482,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Specialist,US_TGP_GCP,E6,,Male
ID19483,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Manager,To Be Assigned,CW,NULL,Female
ID19484,Active,520,Client Delivery & Operations,52971380,Infrastructure,Infrastructure Team Lead,WDC_CROSS,OG,NULL,Male
ID19485,Active,520,Client Delivery & Operations,52971395,Software Engineering,Software Developer Specialist,WDC_CROSS,OG,NULL,Male
ID19486,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,Mega Diamond,Male
ID19487,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,NULL,Male
ID19488,Active,530,Corporate Function,52971395,Software Engineering,Software Engineering Analyst,CHG_CROSS,G5,NULL,Male
ID19489,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,NULL,Female
ID19490,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,NULL,Male
ID19491,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,NULL,Male
ID19492,Active,520,Client Delivery & Operations,52971398,Technology Architecture,Tech Architecture Delivery Assoc Mgr,To Be Assigned,CW,Target,Male
ID19493,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,NULL,Male
ID19494,Active,520,Client Delivery & Operations,52971380,Infrastructure,Infrastructure Sr. Analyst,WDC_CROSS,OG,NULL,Male
ID19495,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,NULL,Female
ID19496,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,NULL,Male
ID19497,Active,520,Client Delivery & Operations,52994538,Business Advisory,Financial Acct Advisory Specialist,WDC_CROSS,OG,NULL,Female
ID19498,Active,510,Client & Market,52971397,Strategy,Digital Strategy Senior Manager,ONE_MINNEAPOLIS,V5,NULL,Male
ID19499,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,ATL_CROSS,3Z,NULL,Male
ID19500,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,NULL,Male
ID19501,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Senior Analyst,NYM_CROSS,OZ,NULL,Male
ID19502,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Bus & Technology Delivery Specialist,WDC_CROSS,OG,,Female
ID19503,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consulting Senior Manager,HOU_CROSS,K1,Target,Male
ID19504,Active,520,Client Delivery & Operations,52994538,Business Advisory,Financial Acct Advisory Specialist,WDC_CROSS,OG,NULL,Female
ID19505,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Consultant,NOC_CROSS,OX,NULL,Male
ID19506,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,NULL,Male
ID19507,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,NULL,Male
ID19508,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,NULL,Female
ID19509,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Specialist,To Be Assigned,CW,NULL,Male
ID19510,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Consultant,DAL_CROSS,8A,Diamond,Male
ID19511,Active,510,Client & Market,52994539,Management Consulting,Management Consulting Manager,NOC_CROSS,OX,Emerging Diamond,Female
ID19512,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Sr Manager,US_TGP_GCP,E6,Mega Diamond,Male
ID19513,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,NULL,Female
ID19514,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,NULL,Male
ID19515,Active,510,Client & Market,52994539,Management Consulting,Management Consulting Analyst,GTIN_PRD_SLO,8,NULL,Male
ID19516,Active,510,Client & Market,52994539,Management Consulting,OVR Analyst,GTIN_PRD_GCMC,9,NULL,Male
ID19517,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consulting Manager,HRT_CROSS,M7,,Male
ID19518,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,NULL,Female
ID19519,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,NULL,Male
ID19520,Active,550,Sales,52971394,Sales Enablement,Comp Sales Analytics Senior Manager,ONE_MINNEAPOLIS,V5,NULL,Male
ID19521,Active,520,Client Delivery & Operations,52971398,Technology Architecture,Tech Architecture Delivery Assoc Mgr,SOC_CROSS,3E,Mega Diamond,Male
ID19522,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Consultant,SEA_CROSS,2S,NULL,Male
ID19523,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Bus & Technology Delivery Analyst,WDC_CROSS,OG,NULL,Male
ID19524,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consulting Manager,PHL_CROSS,2I,Mega Diamond,Male
ID19525,Active,510,Client & Market,52994539,Management Consulting,Management Consultant,NYM_CROSS,OZ,Mega Diamond,Male
ID19526,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consultant,NYM_CROSS,OZ,NULL,Female
